ID,itemNo,title,description,adminNotes,manufacturer,model,condition,age,weight,catid,pic,quantity,price,lowestPrice,costOfGoods,totalNumberOfPieces,quantitySold,sellingPrice,auctionStartPrice,location,barcode1,barcode2,hold,new,sold,featured,specials,offTruck,consignment,deleted,date,editDate,dateSold,dateDeleted,videoLink,inclInNewsletter,NumberOfViews,clientIP
77930,7090604,Swagelok Braided Hose Assembly Model SS-4BHT-36,"<p>   Swagelok Braided Hose Assembly Model SS-4BHT-36 PTFE-Lined, SS Braided Hose Assembly, Working pressures ambient to 3000 psig, temp. -65 to 450 F. 1/4 in. SS Swagelok Tube Adapters, 36 in. (91.4 cm) Length</p>  ",NULL,Swagelok,SS-4BHT-36,Like New,Current,NULL,3567,77930.jpg,6,75,0,0,1,0,0,0,BRow 3 1-a,NULL,6765,0,0,0,0,0,0,0,0,6/4/2009,4/24/2013,NULL,NULL,NULL,0,0,98.110.127.30
77931,8090604,Swagelok Braided Hose Assembly Model SS-4BHT-48,"Swagelok Braided Hose Assembly Model SS-4BHT-48  PTFE-Lined, SS Braided Hose Assembly, Working pressures ambient to 3000 psig, temp. -65 to 450 F. 1/4 in. SS Swagelok Tube Adapters, 48 in.   Length",NULL,Swagelok,SS-4BHT-48,Like New,Current,NULL,3567,77931.jpg,6,,0,0,1,0,0,0,BRow 3 1-b,NULL,6766,0,0,0,0,0,0,0,0,6/4/2009,9/2/2011,NULL,NULL,NULL,0,0,98.110.127.30
77933,1090606,"VWR Scientific Refrigerated Circulator, Model 1170","VWR Scientific Refrigerated Circulator, Model 1170 VWR Scientific Model 1170 Chiller, Refrigerated Recirculator. Flow rate @ 60 psig: 3.8 L/min. Colling Cap.: 200 watts @ 0 C.,650 Watts @ 20 C. Temp. range: 0 to 40 C. 7Amps 120V 60Hz. Does not chill ",NULL,VWR Scientific,1170,Good,Current,NULL,2354,77933.jpg,1,1000,0,0,0,1,0,0,Row 5 7-a,NULL,6863,2,0,1,0,0,0,0,0,6/6/2009,10/30/2009,10/30/2009,NULL,NULL,0,0,98.110.127.30
77934,2090606,"Cole Parmer Vacuum Pressure Station, Model 7059-42","Cole Parmer Vacuum Pressure Station, Model 7059-42, Air Cadet,  Diaphragm, high-capacity vacuum/pressure station, 0.9 cfm, 115 VAC",NULL,Cole Parmer ,7059-42,Good,Mid-aged,NULL,2825,77934.jpg,1,450,0,0,0,0,0,0,Row 5 7-b,NULL,6868,0,0,0,0,0,0,0,0,6/6/2009,9/16/2010,NULL,NULL,NULL,0,0,98.110.127.30
77935,3090606,"IBI Microcentrifuge, ModeL IMC-15","<p>   IBI Microcentrifuge, ModeL IMC-15, 16 x 1.5ml rotor. &nbsp;BAF TIMER, PARTS ONLY</p>  ",$1033 on plccenter.com. They estimate retail new at $2191.,I B I,IMC 15,Good,Recent,NULL,2432,77935.jpg,1,,0,0,1,0,,0,Row 5 7-c,NULL,6865,1,0,0,0,0,0,0,0,6/6/2009,12/12/2013,NULL,NULL,NULL,0,0,98.110.127.30
77936,4090606,Haake Refrigerated Bath Circulator Model G,"<p>   Haake Refrigerated Bath Circulator Model G with Model D1 analog controller. 115V, 60Hz</p>  ",qt $1000 +sh to Gene Kwan of LB Foster gkwan@lbfoster.com (di) 6/25/13   ten items on ebay with different baths: ranged from $60 to $1000: average $370 median $195  $900 on labextreme.com on May 30 2013  $600 on pacelab.com on May 30 2013  $700 on kitmondo.com on May 30 2013,Haake,Model G,Good,Current,NULL,2354,77936.jpg,1,1000,0,0,1,1,0,0,Row 5 7-c,NULL,6866,0,0,1,0,0,0,0,0,6/6/2009,12/19/2013,12/19/2013,NULL,http://www.youtube.com/watch?v=mu_ePob88rY,0,0,98.110.127.30
77937,5090606,Precision Refrigerated Bath Circulator Model 254,Precision Refrigerated Bath Circulator Model 254. Temp range:  -10 to 140.C,NULL,Percision,254,Good,Mid-aged,NULL,2354,77937.jpg,1,,0,0,0,0,0,0,Row 5 7-a,NULL,6867,0,0,0,0,0,0,0,0,6/6/2009,6/12/2009,NULL,NULL,NULL,0,0,75.203.249.115
77938,6090606,FTS Systems Refrigerated  Circulator Model RS33AL00,"<p>   FTS Systems Refrigerated Circulator, Model RS33AL00. 120 v, 8 amps, 60 Hz. 2L capacity.&nbsp; Temp range from -10-35C</p>  ",NULL,FTS Systems,RS 33 AL00,Good,Recent,NULL,2354,77938.jpg,1,,0,0,1,0,,0,Row 5 7-a,NULL,6869,0,0,0,0,0,0,0,0,6/6/2009,7/13/2012,NULL,NULL,http://www.youtube.com/my_videos_edit?ns=1&video_id=LaZbh2jpp2g,0,0,98.110.127.30
77939,1090607,Haake Refrigerated Bath Circulator Model G,"Haake Refrigerated Bath Circulator Model G with Model D1 analog controller,    ",NULL,Haake,G,Good,Current,NULL,2354,NULL,1,,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,1,0,2,6/7/2009,6/7/2009,NULL,6/7/2009,NULL,0,0,71.127.240.59
77940,2090607,"Taylor Wharton Liquid Nitrogen Storage Dewar, Model 50LD","Taylor Wharton Liquid Nitrogen Storage Dewar, Model 50LD, LN2 cap. 50 Liters, Neck dia. 2.5"" Static holding time 122 days. evap. rate 0.41 liters per day.  With liquid withdrawal device.",NULL,Taylor Wharton,50LD,Good,Current,NULL,2855,77940.jpg,1,650,0,0,0,1,2000,0,Row 5 9-a,NULL,6875,0,0,1,0,0,0,0,0,6/7/2009,1/14/2010,1/14/2010,NULL,NULL,0,0,98.110.127.30
77941,3090607,"Taylor Wharton Liquid Withdrawal Device, Model D050-8C00","Taylor Wharton Liquid Withdrawal Device, Model D050-8C00,  This device dispenses liquid nitrogen at rates of 8 liters/min-10 psig. You can even refill the dewar from a maximum 22psi supply source without removing the device or venting pressure. works with 35LD and 50LD dewars, 55708-568 series ",NULL,Taylor Wharton,D050-8C00,Like New,Current,NULL,2855,77941.jpg,1,300,0,721,0,1,0,0,NULL,NULL,6904,0,0,1,0,0,0,0,0,6/7/2009,9/15/2009,8/20/2009,NULL,NULL,0,0,75.202.18.84
77942,4090607,Chicago Boiler Dyno-Mill Bead Mill Model TYPE KDL-Pilot,"Chicago Boiler Dyno-Mill Bead Mill Model TYPE KDL-Pilot, 1.4 liter chamber, Stainless steel jacketed chamber, 5 hp, 3 phase, 230/460 volt with underwriters lab tag, Speed range on shaft 1910, 2400, 3350, Equipped with amp meter, Water cooled seal, 3 Belt Positions: 1 - 1910, 8/m/sec, 2 - 2400 10/m/sec, 3 - 3400 14/m/sec. Peripheral speed of agitation disc's with pump unit 1 hp, 230 3 phase motor, ",NULL,Chicago Boiler,TYPE KDL-Pilot,Good,Current,NULL,2717,77942.jpg,1,13000,0,0,0,1,8000,0,Row 5 9-a,NULL,6871,0,0,1,0,0,0,0,0,6/7/2009,1/26/2010,1/26/2010,NULL,NULL,0,0,98.110.127.30
77943,5090607,Buchi Roto Evaporator Model 111,"Buchi Roto Evaporator Model 111, complete ready with new gaskets ready to use",NULL,Buchi,111,Good,Mid-aged,NULL,2490,77943.jpg,1,1100,0,0,0,1,0,0,Row 10 4-b,NULL,"06861, 06862",0,0,1,0,0,0,0,0,6/7/2009,8/7/2009,8/7/2009,NULL,NULL,0,0,98.110.127.30
77944,6090607,Vacuum Atmosphere Glove Box Model  HE 43 2,"Vacuum Atmosphere Glove Box Model HE 43 2, Interior space. 32""H x 42""W x (29""FB on bottom and 24""FB on top). 2 9"" glove ports, Lexan front panel, Ante chamber: 15"" dia x 24"" L, pressure range complete vac. to +10"" water, with aluminum 12"" x 23"" sliding tray. Aluminum Interior. With HI 63P Pedatrol pressure controller and HE 493 Dry Train.",NULL,Vacuum Atmosphere ,HE 43 2,Good,Mid-aged,NULL,2248,77944.jpg,1,13500,0,0,0,1,0,0,NULL,NULL,6870,0,0,1,0,0,0,0,0,6/7/2009,8/26/2009,8/26/2009,NULL,NULL,0,0,12.192.141.45
77945,7090607,Impact Tester,"Impact Tester, Many surface coatings are subject to the risk of damage by impact. Impact testers allow reproducible conditions of impact to be defined. This instrument consists of a graduated vertical tube mounted into a solid base. This tube acts as a guide for an impacting weight of pre-determined mass. scale 0 to 1790 mm with extra parts. and safety shield. The height from which this falls is variable. By using the locking collar, exactly the same force of impact can be produced for each test. The weight and indenter are combined and strike the panel directly. The test panel is placed on the die. The panel is held firmly by a clamping sleeve. The weight is raised to a set height and released. The height is increased by 1 in. (2.5cm) intervals until coating failure is seen.  can be used as a pass/fail test by calculation of the impact energy (height x mass), and for the classification of the test sample. For detailed procedures, please refer to the relevant national standard. Impact Tester complete with: Falling weights 1 kg (9.8N), Indenter diam. 20mm, Die - diam. 27mm, Tube height 1.0m, Sample clamp, Adjustable indentation depth, 0-19mm / 1mm intervals Meets requirements of ASTM D 2794-93 (2004), D 3029, D 4226.",NULL,Impact  Tester,NULL,Good,Current,NULL,3257,77945.jpg,1,700,0,0,1,1,0,0,Row 7 6-a,NULL,"06873, 06874",0,0,1,0,0,0,0,0,6/7/2009,3/15/2012,3/15/2012,NULL,NULL,0,0,98.110.127.30
77946,8090607,Ipact tester,"The basic tester is made up of two major assemblies, the base and the guide tube. The black oxide aluminum base is 1 .5"" thick, 10"" wide, 12"" deep and has a sturdy arm for holding the guide tube. It is also fitted with leveling screws, die cavity, circular level, tube clamp & two test panel magnets.    The aluminum gravity guide tube is 48"" high, 1.25"" I.D. and fitted with height  scale (inches/centimeters) & height clamp.    See Accessories for required Indenter, Receiving Die and Dropping Weight.    *    ASTM D 6905-03       * ASTM D 2794 ""Resistance of Organic Coatings to the Effects of Rapid Deformation - Impact."" MIL-P-85582A; MIL-P-23377C; MIL-C-85285A; MIL-E-24763A (SH); NCAA 11-10 (11-6, 11-16, AND X-1); ECCA      * ASTM D 4226 ""Impact Resistance of PVC Building Products.""      * Meets ASTM G 14 with optional accessories - Call for details.      * General Electric Company PLI-100 ""Modified Gardner Impact Strength,"" 1975.      * Federal Highway Administration FP-74 ""Standard Specifications for the Construction of Roads and Bridges on Federal Projects,"" Section 633.06, Traffic Control Signs- Impact Resistance.      * Model 172 meets Proposed Revision at TT-P-2756A, Polyurethane coating: Self-Priming Topcoat, Low Volatile Organic Compounds (VOC).       ",NULL,Ipact tester,NULL,Good,Current,NULL,2218,NULL,1,,0,0,0,0,0,0,NULL,NULL,NULL,1,0,0,0,0,0,0,2,6/7/2009,6/15/2009,NULL,6/15/2009,NULL,0,0,75.250.78.238
77947,9090607,Thermolyne Hot Plate/Stirrer Model SP10105B,"Thermolyne Hot Plate/Stirrer Model SP10105B, Midget version, 4 x 4"" top, 120 volts, 300 watts",NULL,Thermolyne,SP10105B,Good,Mid-aged,NULL,3297,77947.jpg,1,150,0,0,0,1,0,0,Row 17 4-b,NULL,6859,0,0,1,0,0,0,0,0,6/7/2009,7/8/2010,7/8/2010,NULL,NULL,0,0,98.110.127.30
77948,10090607,PMC Dataplate Hot Plate/Stirrer 730 Series,"PMC Dataplate Hot Plate/Stirrer 730 Series, Digital, Top size 6 x 6"", 120 volts,",NULL,PMC,730,Good,Recent,NULL,3297,77948.jpg,1,650,0,0,0,1,0,0,Row 17 3-b,NULL,6860,0,0,1,0,0,0,0,0,6/7/2009,9/15/2010,9/15/2010,NULL,http://www.myvideouploads.com/users/1002/myvideo.aspx?VideoID=910,0,0,98.110.127.30
77949,11090607,FMI Lab Pump Model QG150,"<p>   FMI Lab Pump Model QG150, Cavity positive displacement type, with 1/8&quot; dia stainless steel piston, with gauge for more accurate pump setting</p>  ",NULL,FMI,QG150,Excellent,Current,NULL,2811,77949.jpg,1,175,0,0,1,1,0,0,Row 16 4-d,NULL,6858,0,0,0,0,0,0,0,1,6/7/2009,8/13/2012,NULL,8/13/2012,NULL,0,0,98.110.127.30
77950,12090607,Matheson Gas Cylinder Regulator Model 3800,"Matheson Gas Cylinder Regulator Model 3800, CGA 540 discharge gauge 0 to 100 psi, 4000 PSI Maximum Rated Inlet Pressure",NULL,Matheson Gas,3800,Good,Current,NULL,2617,77950.jpg,1,150,0,0,0,0,0,0,NULL,NULL,6855,0,0,0,0,0,0,0,0,6/7/2009,6/7/2009,NULL,NULL,NULL,0,0,71.127.240.59
77951,13090607,Lab Glass 1 Liter Glass Resin Reactor,"Lab Glass 1 Liter Glass Resin Reactor, Jacked, baffled, with top side port. 3 29/42 top joints, with clamp.",NULL,Lab Glass,1 liter,Good,Current,NULL,2834,77951.jpg,1,250,0,0,0,1,0,0,Glassware room b shelf,NULL,6854,0,0,1,0,0,1,0,0,6/7/2009,1/4/2010,1/4/2010,NULL,NULL,0,0,98.110.127.30
78009,1090611,Tuttnauer Sterilizer Model 2540E,"Tuttnauer Sterilizer Model 2540E, Automatic including water-fill, heating, sterilization, exhaust, and drying, sterilization time up to 59 minutes. Adjustable temperature, time, and pressure settings are displayed on the digital LED. Constructed of heavy-gauge stainless steel with low water signal, visual and audible alarms if the sterilization cycle is interrupted,  heat-insulating double locking door, Temperature selection from 221 to 279°F (105 to 137°C). Capacity: 5 1/2 gallons. 110 VAC, 1,400 W; chamber size: 10? dia. x 18?D; overall size: 20?W x 15?H x 20?D; weight: 65 lbs.  ",NULL,Tuttnauer,2540E,Good,Recent,NULL,2414,78009.jpg,1,,0,0,1,0,0,0,Row 2 14-b,NULL,6911,0,0,0,0,0,0,0,1,6/11/2009,5/20/2011,NULL,5/20/2011,NULL,0,0,98.110.127.30
78010,2090611,Heron Instruments Water Tape,"<p>   Heron Instruments Water Tape Water Level Meter, made from high tensile steel, 300 ft/ 100 M, tape, with carrying bag.</p>  ",Being sold to Allen Methven for $300 on 5-2-2013 (Mark)  ,Heron Instruments,Water Tape,Good,Current,NULL,3265,78010.jpg,1,400,0,0,1,1,0,0,Row 5 7-a,NULL,6904,0,0,1,0,0,0,0,0,6/11/2009,5/2/2013,5/2/2013,NULL,http://youtu.be/qPAXaR94stM,0,0,98.110.127.30
